gauge_id,aridity_ERA5_LAND,aridity_FAO_PM,frac_snow,high_prec_dur,high_prec_freq,low_prec_dur,low_prec_freq,moisture_index_ERA5_LAND,moisture_index_FAO_PM,p_mean,pet_mean_ERA5_LAND,pet_mean_FAO_PM,seasonality_ERA5_LAND,seasonality_FAO_PM
camels_06447500,3.5085938,1.5640931,0.1110533,1.2254161,0.05544148,4.866576,0.73648185,-0.68104094,-0.20835532,1.6464312,5.7766585,2.5751717,0.26066908,0.8741328
camels_06450500,3.026163,1.5231587,0.10848838,1.2588055,0.056262832,4.8719816,0.7319644,-0.625575,-0.1864461,1.7019753,5.150455,2.5923786,0.312433,0.8761849
camels_06452000,3.217405,1.5804384,0.11032144,1.2743506,0.05373032,4.858333,0.7182751,-0.6440624,-0.20376915,1.6235927,5.223756,2.5659883,0.32436416,0.9237192
camels_06453600,2.629144,1.2536004,0.100325815,1.2245467,0.060095824,4.7819242,0.7279261,-0.57019913,-0.021898657,1.9839972,5.216214,2.4871397,0.38679203,1.0243903
camels_06464500,2.8876467,1.3842386,0.10328761,1.2298851,0.058590006,4.90255,0.7368925,-0.6132864,-0.10476658,1.8159028,5.2436857,2.5136428,0.30019778,0.94509315
camels_06468170,2.3009048,1.1709853,0.2210861,1.2230321,0.05742642,4.6746516,0.7346338,-0.27931452,0.11640967,1.7039213,3.9205606,1.9952669,1.4098997,1.2262872
camels_06468250,2.2915792,1.1677395,0.22037597,1.2186589,0.05722108,4.648719,0.73278576,-0.27569294,0.1189753,1.7063512,3.910239,1.9925736,1.4130048,1.2263247
camels_06470800,2.3707554,1.1477516,0.21090394,1.1930555,0.058795344,4.8335567,0.74141,-0.38840765,0.1139727,1.8076988,4.285612,2.0747893,1.1010827,1.1959802
camels_06477500,2.517953,1.2465975,0.100022286,1.2600574,0.06002738,4.9341865,0.7389459,-0.5165745,0.013163555,1.9318391,4.8642797,2.4082258,0.5540465,1.1340889
camels_06479215,2.0587559,1.0722368,0.22397476,1.2005731,0.057357974,4.463373,0.7173169,-0.3019509,0.15503503,1.9851259,4.0868897,2.128525,1.1938713,1.1895958
camels_06479438,2.0503373,1.0897951,0.22401942,1.209564,0.058863793,4.504929,0.7193703,-0.30389288,0.14559884,1.9656044,4.030152,2.142106,1.1992978,1.2057418
camels_06601000,2.0167487,1.0103147,0.10200765,1.2198391,0.062286105,4.56446,0.7173169,-0.45260894,0.12032647,2.4299576,4.900614,2.4550219,0.548528,1.0651662
camels_06614800,7.620873,1.0292388,0.595971,1.1751662,0.036276523,3.4609873,0.59507185,-0.790056,0.1773805,1.8396516,14.019752,1.8934408,0.46018496,1.4816341
camels_06622700,10.560387,1.248731,0.51037836,1.14,0.039014373,3.7631795,0.62539357,-0.84990615,0.09059135,1.7475564,18.454872,2.1822278,0.30824536,1.5761645
camels_06623800,7.571005,0.9901389,0.53203934,1.1810344,0.037508555,3.6262627,0.58973306,-0.75905997,0.18715778,2.1143744,16.007938,2.0935242,0.6133093,1.5221914
camels_06632400,8.572989,1.0551351,0.43287316,1.2059448,0.03887748,3.3738792,0.59233403,-0.85135704,0.16939521,2.0916085,17.931337,2.2069294,0.18827617,1.3365988
camels_06746095,7.620873,1.0292388,0.595971,1.1751662,0.036276523,3.4609873,0.59507185,-0.790056,0.1773805,1.8396516,14.019752,1.8934408,0.46018496,1.4816341
camels_06784000,2.7187297,1.3365082,0.0978705,1.2728552,0.061943874,4.9217954,0.7279945,-0.6111729,-0.12397703,1.9419678,5.279686,2.595456,0.2728796,0.88898194
camels_06803510,2.2710428,1.1297134,0.111870535,1.2183462,0.064544834,4.61911,0.72464067,-0.5193347,0.028160136,2.363664,5.3679824,2.6702628,0.46042913,1.0344867
camels_06803530,2.1892068,1.0950366,0.10961291,1.2015504,0.06365503,4.5462003,0.72067076,-0.50306135,0.050461832,2.4092224,5.2742863,2.638187,0.48194355,1.0460114
camels_06814000,2.1609838,1.0864458,0.11179251,1.215894,0.062833674,4.512163,0.7109514,-0.5085384,0.041053247,2.5627775,5.5381203,2.784319,0.36282453,0.91623414
camels_06847900,3.6302276,1.7184901,0.06883747,1.2707736,0.060711842,5.510458,0.75735795,-0.7106528,-0.32104585,1.6948282,6.1526117,2.9125454,0.20815001,0.7168078
camels_06853800,2.6295857,1.2968233,0.10509525,1.2173913,0.061327856,5.1577454,0.745243,-0.59470654,-0.09658958,2.1791074,5.7301497,2.8259172,0.35873327,0.9333818
camels_06876700,2.8672707,1.3121958,0.07040847,1.2194481,0.06351814,5.0529027,0.73874056,-0.6299865,-0.107329495,2.2265968,6.384256,2.921731,0.2869019,0.958875
camels_06878000,2.6575422,1.163569,0.02815166,1.2304583,0.062491443,4.874312,0.72731006,-0.6072374,-0.014697514,2.450468,6.5122223,2.8512888,0.2725364,0.94434834
camels_06879650,2.3678248,1.1292893,0.029617399,1.2018592,0.061943874,4.7846155,0.7237508,-0.55588317,0.0059585944,2.5398803,6.013991,2.8682594,0.32324696,0.94717044
camels_06885500,2.1958163,1.0807482,0.112578414,1.2162516,0.06351814,4.598415,0.7147844,-0.51754355,0.045212634,2.5787652,5.6624947,2.786996,0.35124755,0.925319
camels_06888500,2.1173306,1.0098759,0.029534187,1.1974359,0.06392881,4.597068,0.708282,-0.5058562,0.09219784,2.777184,5.880217,2.8046112,0.34736797,0.9378765
camels_06889200,2.1411068,1.0028307,0.07379251,1.1901596,0.06125941,4.456822,0.7065024,-0.5031789,0.10888294,2.7086084,5.7994204,2.716276,0.39775184,0.99466795
camels_06889500,2.098918,1.0046706,0.07444708,1.198946,0.062286105,4.4740033,0.7067762,-0.49126345,0.107914165,2.701991,5.6712575,2.7146113,0.4208215,1.0070553
camels_06892000,2.0637085,0.9331574,0.031231279,1.2150685,0.060711842,4.338016,0.6974675,-0.48688498,0.16263525,2.853863,5.8895416,2.6631033,0.3857225,0.9785827
camels_06903400,1.7740717,0.9106528,0.12873538,1.1997283,0.060438056,4.1261263,0.6896646,-0.35742489,0.19740582,2.7207549,4.8268147,2.4776633,0.6490678,0.9556171
camels_06906800,4.076683,0.8248702,0.045775887,1.1994421,0.058863793,4.0,0.6754278,-0.74110234,0.24730818,3.0493944,12.431414,2.5153546,0.19050698,1.048481
camels_06910800,2.2839913,1.0193851,0.030688833,1.2210526,0.06351814,4.5768037,0.707666,-0.54557985,0.08313033,2.7658746,6.317234,2.8194914,0.31462786,0.9617415
camels_06911900,2.0259738,0.9972686,0.030632501,1.2225097,0.06468172,4.484518,0.703833,-0.4829195,0.101487964,2.8113642,5.69575,2.8036852,0.3743309,0.96460766
camels_06917000,2.1993668,0.902222,0.0,1.2222222,0.060232718,4.395067,0.6952088,-0.5166992,0.18100958,3.0477762,6.703178,2.7497706,0.3723296,1.0608281
camels_06918460,6.1898756,0.78481406,0.0,1.1866295,0.058316223,3.9270666,0.6633812,-0.82961744,0.27151075,3.249731,20.11543,2.5504346,0.13478653,1.1593515
camels_06919500,6.551935,0.8227633,0.0,1.1915184,0.0596167,4.038572,0.6736482,-0.840417,0.24481633,3.165935,20.743,2.6048152,0.13090841,1.1543826
camels_06921070,6.362441,0.81455463,0.0,1.1676056,0.056741957,3.9546382,0.6623545,-0.8331436,0.24665862,3.120755,19.85562,2.5420253,0.13561246,1.1608176
camels_06921200,6.4150043,0.8146295,0.0,1.1713092,0.057563312,3.930101,0.66577685,-0.8353972,0.24773087,3.1027818,19.904358,2.5276175,0.12643759,1.152463
camels_06934000,6.2136827,0.814102,0.0,1.1632048,0.053661875,3.8159807,0.64722794,-0.82969415,0.24231145,3.1096995,19.322685,2.5316126,0.13400099,1.1222425
